"id_consum","identifier","id_facture","ClientName","Ville","periodeDebut","periodeFin","Conso","PrixUnitaire","Taxes","StatutPaiement","penalite","TypeClient","NumComp","TypeComp","email","NumTel","MontFact","MonTotal"
6069,"528366725",C06069,Christopher Hogan,Abidjan,"2023-04-14","2023-04-26",44,250,2200.0, Non payé,1000,Domestique,"826197",Compteur à 4,stephen63@yahoo.com,"94227736",13200.0,14200.0
6070,"585338476",C06070,Zachary Johnson,Korhogo,"2023-10-13","2024-10-01",192,250,9600.0, Non payé,1000,Commercial,"575354",Compteur à 4,tcarter@herman.com,"51348174",57600.0,58600.0
6071,"791601069",C06071,Gary Glover,Yamoussoukro,"2025-01-05","2025-02-18",198,300,11880.0, Non payé,500,Domestique,"826551",Compteur normal,csmith@hotmail.com,"36967884",71280.0,71780.0
6072,"860768586",C06072,Mr. Jeffrey Hampton,Yamoussoukro,"2024-06-23","2025-01-24",92,250,4600.0, Non payé,500,Domestique,"851189",Compteur normal,amarshall@hunter.com,"32546190",27600.0,28100.0
6073,"177282923",C06073,Micheal Hudson,San Pedro,"2024-05-20","2025-05-05",102,300,6120.0, Non payé,1000,Industriel,"189810",Compteur normal,davidfuller@downs-castaneda.com,"22535242",36720.0,37720.0
6074,"893106003",C06074,Audrey Guzman,Abidjan,"2024-06-29","2024-10-24",53,250,2650.0, Non payé,500,Commercial,"614373",Compteur normal,hartaustin@yahoo.com,"87304884",15900.0,16400.0
6075,"480212572",C06075,Bill Scott,San Pedro,"2023-09-21","2024-12-22",140,280,7840.0, Non payé,1000,Commercial,"558059",Compteur à 4,shannon76@carpenter.com,"81827050",47040.0,48040.0
6076,"495621594",C06076,Kristin Franklin,Yamoussoukro,"2024-10-18","2024-11-29",52,300,3120.0, Non payé,300,Commercial,"543626",Compteur normal,bobbychristensen@yahoo.com,"65925903",18720.0,19020.0
6077,"396888802",C06077,Christina Frederick,San Pedro,"2024-11-26","2025-02-12",162,250,8100.0, Non payé,1000,Industriel,"159546",Compteur normal,shepherdchristina@yahoo.com,"80402458",48600.0,49600.0
6078,"246157830",C06078,Angie Mendez,Bouaké,"2023-07-18","2024-06-23",132,250,6600.0, Non payé,300,Commercial,"586035",Compteur à 4,aimeelambert@wolf-sharp.biz,"58007818",39600.0,39900.0
6079,"846664988",C06079,Paul Yang,San Pedro,"2024-08-22","2025-01-17",126,300,7560.0, Non payé,500,Domestique,"334801",Compteur à 4,mary47@wilson.com,"77909456",45360.0,45860.0
6080,"698747720",C06080,Nathan Alexander,Korhogo,"2023-02-22","2023-06-01",48,250,2400.0, payé,0,Commercial,"459474",Compteur normal,ashleycortez@hotmail.com,"51202472",14400.0,14400.0
6081,"446407166",C06081,Joseph Graham,Abidjan,"2024-05-05","2024-12-15",33,280,1848.0, payé,0,Commercial,"812740",Compteur normal,jordan41@yahoo.com,"86806899",11088.0,11088.0
6082,"231006296",C06082,Dennis Harper,Korhogo,"2024-05-07","2024-12-21",181,280,10136.0, Non payé,1000,Commercial,"224309",Compteur normal,vyoung@jones.info,"63776938",60816.0,61816.0
6083,"269722620",C06083,James Davis,San Pedro,"2025-01-17","2025-05-03",99,280,5544.0, Non payé,500,Domestique,"117276",Compteur normal,saramoore@phelps-arnold.com,"52177860",33264.0,33764.0
6084,"464896740",C06084,David Miller,Bouaké,"2024-03-10","2024-12-04",71,280,3976.0, Non payé,500,Domestique,"302280",Compteur à 4,markneal@hotmail.com,"30787602",23856.0,24356.0
6085,"857936432",C06085,Rebecca Conway,San Pedro,"2024-05-18","2024-06-24",157,300,9420.0, Non payé,300,Commercial,"544751",Compteur normal,milesrichard@cook.org,"96770744",56520.0,56820.0
6086,"719362599",C06086,Jeffrey Mendez,Abidjan,"2024-08-28","2024-11-09",151,250,7550.0, Non payé,1000,Domestique,"132658",Compteur à 4,theodore85@hotmail.com,"71425751",45300.0,46300.0
6087,"811776944",C06087,Lauren Fuller,Yamoussoukro,"2023-05-30","2024-04-12",149,250,7450.0, payé,0,Domestique,"530324",Compteur normal,amanda56@gmail.com,"23522459",44700.0,44700.0
6088,"570198278",C06088,Samantha Sherman,Yamoussoukro,"2024-07-15","2025-01-28",14,300,840.0, Non payé,1000,Commercial,"559841",Compteur à 4,josephjenkins@guerrero.org,"41614066",5040.0,6040.0
6089,"191854838",C06089,Robert Crosby,Abidjan,"2024-02-11","2024-09-03",10,250,500.0, Non payé,500,Commercial,"239483",Compteur à 4,lbrown@clark.com,"68781632",3000.0,3500.0
6090,"682476475",C06090,Juan Stanley,San Pedro,"2024-09-06","2025-01-17",192,250,9600.0, Non payé,500,Domestique,"339298",Compteur normal,andersonpamela@hotmail.com,"77560792",57600.0,58100.0
6091,"560880336",C06091,Doris Henderson,Abidjan,"2024-09-24","2025-02-18",169,250,8450.0, Non payé,500,Industriel,"623175",Compteur normal,sjones@buck.com,"51817184",50700.0,51200.0
6092,"695209572",C06092,Janet Snyder,Abidjan,"2024-03-26","2024-07-08",22,250,1100.0, payé,0,Industriel,"588267",Compteur à 4,emily24@hotmail.com,"35427114",6600.0,6600.0
6093,"130508132",C06093,Adrienne Simmons,San Pedro,"2023-07-15","2024-11-14",34,280,1904.0, Non payé,300,Domestique,"242444",Compteur normal,ecox@hotmail.com,"39378361",11424.0,11724.0
6094,"557989168",C06094,Anthony Villegas,Korhogo,"2024-04-30","2024-12-24",49,250,2450.0, Non payé,1000,Industriel,"534192",Compteur à 4,phillipcisneros@hotmail.com,"54847000",14700.0,15700.0
6095,"990559802",C06095,Kevin Freeman,San Pedro,"2024-06-21","2025-01-04",57,300,3420.0, Non payé,300,Domestique,"141506",Compteur à 4,kjones@hotmail.com,"39770257",20520.0,20820.0
6096,"652748040",C06096,Jeffrey Garcia,San Pedro,"2024-05-29","2025-03-11",137,300,8220.0, Non payé,300,Commercial,"326055",Compteur à 4,browningchristina@russell.com,"93980651",49320.0,49620.0
6097,"173041631",C06097,Renee Stuart DVM,Abidjan,"2024-01-21","2024-05-12",196,300,11760.0, Non payé,300,Industriel,"801121",Compteur normal,douglasyoung@hotmail.com,"79912286",70560.0,70860.0
6098,"914203846",C06098,Sydney Hernandez,Bouaké,"2024-10-03","2024-11-04",115,300,6900.0, Non payé,1000,Domestique,"246819",Compteur normal,ryan59@price.com,"49107902",41400.0,42400.0
6099,"393793746",C06099,Charles Munoz,Korhogo,"2023-10-21","2024-08-04",76,250,3800.0, Non payé,500,Industriel,"410278",Compteur normal,brent59@steele.com,"84236414",22800.0,23300.0
6100,"492737845",C06100,Elizabeth Cox,San Pedro,"2023-12-15","2024-05-15",112,300,6720.0, payé,0,Commercial,"824410",Compteur normal,hernandezmary@gmail.com,"20924373",40320.0,40320.0
6101,"616057561",C06101,Jennifer Wyatt,Abidjan,"2023-09-22","2024-08-11",71,280,3976.0, Non payé,300,Domestique,"264440",Compteur normal,ymills@gmail.com,"99056101",23856.0,24156.0
6102,"570919313",C06102,Joshua Leblanc,San Pedro,"2024-11-22","2025-05-02",34,250,1700.0, Non payé,300,Domestique,"888892",Compteur normal,fgarrison@johnson-lamb.net,"79484447",10200.0,10500.0
6103,"943137865",C06103,Darrell Williams,Abidjan,"2024-12-08","2024-12-22",79,280,4424.0, payé,0,Commercial,"923106",Compteur normal,ymay@martinez-white.org,"32972666",26544.0,26544.0
6104,"606776288",C06104,Jillian Anderson,Bouaké,"2024-02-26","2024-07-09",17,250,850.0, payé,0,Domestique,"254340",Compteur à 4,hcarlson@hotmail.com,"73125877",5100.0,5100.0
6105,"662961216",C06105,Joseph Jackson,Abidjan,"2024-11-29","2025-02-21",54,280,3024.0, payé,0,Commercial,"302690",Compteur à 4,kyle32@gmail.com,"50341611",18144.0,18144.0
6106,"597393390",C06106,Danielle Serrano,Abidjan,"2023-05-30","2024-01-08",95,280,5320.0, Non payé,1000,Industriel,"170107",Compteur à 4,spencesteven@meadows.com,"28176737",31920.0,32920.0
6107,"760879170",C06107,David Francis,Yamoussoukro,"2023-10-15","2024-11-28",89,280,4984.0, payé,0,Commercial,"138006",Compteur à 4,michelemason@hoffman-gibbs.biz,"95933930",29904.0,29904.0
6108,"604340303",C06108,Gina Huang,San Pedro,"2023-07-16","2025-04-12",168,300,10080.0, Non payé,500,Industriel,"622191",Compteur normal,christie03@thompson.biz,"39396701",60480.0,60980.0
6109,"695665443",C06109,Nicole Parrish,Abidjan,"2024-07-19","2024-12-06",38,250,1900.0, Non payé,1000,Industriel,"229440",Compteur à 4,weberjeff@yahoo.com,"89999164",11400.0,12400.0
6110,"547459621",C06110,Mrs. Patricia Morales MD,Korhogo,"2024-11-01","2025-03-08",108,280,6048.0, Non payé,1000,Commercial,"467204",Compteur normal,blackanna@hotmail.com,"46206419",36288.0,37288.0
6111,"396825481",C06111,Bruce Gonzales MD,Yamoussoukro,"2024-04-14","2024-06-12",44,300,2640.0, Non payé,1000,Commercial,"422008",Compteur normal,schultzanthony@collins.biz,"42110523",15840.0,16840.0
6112,"559987432",C06112,Christopher Kramer,San Pedro,"2023-02-04","2023-06-19",168,300,10080.0, Non payé,300,Domestique,"302107",Compteur normal,montoyajulie@smith.biz,"49283152",60480.0,60780.0
6113,"564825477",C06113,John Hayes,Korhogo,"2023-02-13","2024-12-08",12,280,672.0, Non payé,1000,Industriel,"628045",Compteur normal,lisa95@yahoo.com,"56078394",4032.0,5032.0
6114,"863406992",C06114,Melinda Avila,Abidjan,"2024-07-22","2024-10-16",16,280,896.0, Non payé,1000,Commercial,"431408",Compteur normal,vadams@davidson.info,"43446705",5376.0,6376.0
6115,"972068285",C06115,Eric Kirk,Abidjan,"2024-03-25","2024-09-17",158,300,9480.0, Non payé,1000,Industriel,"171342",Compteur normal,jesse11@gmail.com,"66567565",56880.0,57880.0
6116,"610319338",C06116,Amanda Campbell,San Pedro,"2025-01-02","2025-04-03",125,250,6250.0, Non payé,300,Industriel,"438392",Compteur normal,christina98@yahoo.com,"26711879",37500.0,37800.0
6117,"797092558",C06117,Steven Alvarez MD,San Pedro,"2024-04-25","2024-07-07",139,300,8340.0, Non payé,300,Commercial,"533736",Compteur à 4,eric22@gmail.com,"54724871",50040.0,50340.0
6118,"307571715",C06118,Edward Odonnell,Abidjan,"2024-10-07","2024-10-08",146,250,7300.0, Non payé,300,Domestique,"102855",Compteur normal,larry93@yahoo.com,"77500599",43800.0,44100.0
6119,"801415534",C06119,Maria Sanchez,Bouaké,"2023-04-09","2025-01-12",130,250,6500.0, payé,0,Industriel,"161422",Compteur normal,davidferguson@moran.org,"61694325",39000.0,39000.0
6120,"495390314",C06120,Erika Davis,Bouaké,"2023-08-11","2023-09-06",38,250,1900.0, Non payé,300,Domestique,"950830",Compteur à 4,vargasalexander@hotmail.com,"78669901",11400.0,11700.0
6121,"204472053",C06121,Donald Mason,San Pedro,"2024-10-10","2024-10-19",144,280,8064.0, Non payé,1000,Industriel,"264814",Compteur à 4,corey66@yahoo.com,"90336038",48384.0,49384.0
6122,"980254577",C06122,Amy Ochoa,Abidjan,"2023-02-23","2024-04-09",37,300,2220.0, Non payé,300,Commercial,"280791",Compteur normal,xcox@hotmail.com,"75003704",13320.0,13620.0
6123,"380474043",C06123,Victor Davidson,Bouaké,"2024-08-23","2025-02-25",165,280,9240.0, payé,0,Commercial,"167100",Compteur à 4,denise34@gmail.com,"20697320",55440.0,55440.0
6124,"846573748",C06124,Martha Crawford DDS,San Pedro,"2024-07-26","2024-12-13",73,280,4088.0, payé,0,Domestique,"980888",Compteur normal,stewartkristin@jones.org,"93235497",24528.0,24528.0
6125,"547439847",C06125,Megan Strong,Abidjan,"2024-01-17","2025-02-17",27,280,1512.0, Non payé,300,Commercial,"147456",Compteur à 4,melissa40@hotmail.com,"41438545",9072.0,9372.0
6126,"452944810",C06126,Michelle Wiley,Abidjan,"2023-07-13","2024-11-22",24,250,1200.0, Non payé,300,Commercial,"628003",Compteur à 4,zbates@hotmail.com,"52722975",7200.0,7500.0
6127,"266632819",C06127,Erik Miller,Abidjan,"2023-07-04","2024-05-09",111,300,6660.0, Non payé,500,Industriel,"755078",Compteur normal,danielle36@martinez.com,"20185841",39960.0,40460.0
6128,"495039799",C06128,Jennifer Padilla,Yamoussoukro,"2023-08-30","2025-02-19",25,250,1250.0, Non payé,300,Commercial,"940990",Compteur à 4,canderson@clark.org,"87584175",7500.0,7800.0
6129,"788659222",C06129,James Morales,San Pedro,"2024-08-21","2025-04-09",51,250,2550.0, Non payé,1000,Commercial,"197736",Compteur normal,robertstrong@gmail.com,"93135303",15300.0,16300.0
6130,"528713653",C06130,Anna Smith,Korhogo,"2023-10-21","2025-04-02",154,250,7700.0, Non payé,500,Industriel,"203482",Compteur normal,brookevasquez@johnson-mccarthy.com,"28774905",46200.0,46700.0
6131,"747842447",C06131,Amanda Smith,Yamoussoukro,"2023-10-20","2025-01-30",56,280,3136.0, Non payé,500,Commercial,"289003",Compteur normal,mfinley@dickson-ewing.com,"53873167",18816.0,19316.0
6132,"972470872",C06132,Jessica Stein,Bouaké,"2023-12-20","2024-10-11",104,280,5824.0, Non payé,300,Industriel,"512917",Compteur à 4,belljohn@gonzales.com,"90541409",34944.0,35244.0
6133,"293281405",C06133,Elizabeth Little,Korhogo,"2023-08-02","2023-08-15",126,280,7056.0, Non payé,1000,Commercial,"788570",Compteur normal,bholt@mccormick.com,"44589862",42336.0,43336.0
6134,"267360609",C06134,Matthew Oliver,Bouaké,"2024-01-23","2024-10-04",19,300,1140.0, Non payé,300,Commercial,"636670",Compteur à 4,timothy10@anderson.com,"39759940",6840.0,7140.0
6135,"678295534",C06135,Daniel Robles,Yamoussoukro,"2023-12-24","2024-12-04",50,280,2800.0, Non payé,500,Domestique,"509497",Compteur normal,brittanyking@yahoo.com,"43285186",16800.0,17300.0
6136,"107001340",C06136,James Myers III,Yamoussoukro,"2023-12-11","2025-03-07",71,300,4260.0, Non payé,1000,Industriel,"762666",Compteur à 4,kaitlynmurphy@oliver.info,"94355103",25560.0,26560.0
6137,"783995588",C06137,Julie Rush,Korhogo,"2024-02-08","2024-07-14",138,300,8280.0, Non payé,500,Industriel,"227411",Compteur à 4,mbrown@david-gillespie.com,"87357107",49680.0,50180.0
6138,"169566857",C06138,Julie Hoffman,Yamoussoukro,"2024-11-09","2025-04-04",50,250,2500.0, Non payé,1000,Domestique,"218888",Compteur à 4,jprice@gmail.com,"90768853",15000.0,16000.0
6139,"624627941",C06139,Michelle Cook,Bouaké,"2024-01-17","2024-01-19",68,250,3400.0, Non payé,300,Commercial,"745023",Compteur à 4,eadams@sanders.com,"52796928",20400.0,20700.0
6140,"130663093",C06140,Casey Barajas,Yamoussoukro,"2024-06-05","2025-02-23",172,300,10320.0, Non payé,300,Domestique,"730380",Compteur à 4,michele18@martin.com,"62057592",61920.0,62220.0
6141,"228749487",C06141,Shaun Ochoa,Bouaké,"2024-07-14","2025-04-08",108,250,5400.0, Non payé,1000,Domestique,"509454",Compteur à 4,aliciabell@nelson-roberts.net,"70485663",32400.0,33400.0
6142,"361754940",C06142,Valerie Burgess PhD,Abidjan,"2025-02-02","2025-03-02",72,250,3600.0, Non payé,300,Domestique,"147732",Compteur normal,charlesgoodman@gmail.com,"40957864",21600.0,21900.0
6143,"522505848",C06143,Noah Poole,Korhogo,"2024-04-28","2024-05-01",89,280,4984.0, Non payé,1000,Domestique,"786013",Compteur normal,deckerandrea@gmail.com,"88919329",29904.0,30904.0
6144,"822836748",C06144,Fernando Lyons,San Pedro,"2024-06-10","2025-03-15",90,280,5040.0, Non payé,300,Domestique,"641663",Compteur normal,hortonjohn@hotmail.com,"43971445",30240.0,30540.0
6145,"193612123",C06145,Jennifer Delgado,Korhogo,"2023-04-03","2025-04-05",16,300,960.0, Non payé,300,Domestique,"524894",Compteur normal,barronjamie@hotmail.com,"47703898",5760.0,6060.0
6146,"131963292",C06146,Charles Baker,Abidjan,"2024-11-03","2024-12-22",94,250,4700.0, Non payé,500,Industriel,"999003",Compteur à 4,justin69@simpson.com,"30403966",28200.0,28700.0
6147,"923430008",C06147,Janet Vazquez,Yamoussoukro,"2024-07-16","2024-11-12",160,250,8000.0, Non payé,1000,Domestique,"175246",Compteur à 4,eevans@robinson.com,"63316567",48000.0,49000.0
6148,"794794730",C06148,Jessica Gilbert,Yamoussoukro,"2023-09-29","2024-12-27",72,300,4320.0, Non payé,1000,Commercial,"845385",Compteur normal,samanthabaldwin@gmail.com,"61332598",25920.0,26920.0
6149,"367585664",C06149,Chris Jones,Abidjan,"2023-06-10","2024-10-31",186,280,10416.0, Non payé,1000,Commercial,"241241",Compteur normal,jennifer07@dixon.com,"66640440",62496.0,63496.0
6150,"518119749",C06150,Danielle Winters,San Pedro,"2024-10-25","2024-12-18",133,300,7980.0, Non payé,1000,Industriel,"166000",Compteur à 4,iarmstrong@gmail.com,"32061963",47880.0,48880.0
6151,"259756136",C06151,Anthony Taylor,Korhogo,"2025-01-26","2025-04-27",47,280,2632.0, payé,0,Domestique,"120221",Compteur normal,karen50@sexton.com,"41931662",15792.0,15792.0
6152,"617051050",C06152,Jeremy Green,Bouaké,"2024-10-25","2025-02-14",195,280,10920.0, Non payé,300,Commercial,"502641",Compteur normal,irivera@hotmail.com,"72940961",65520.0,65820.0
6153,"809099195",C06153,Virginia Hodge,Bouaké,"2023-09-15","2023-10-28",153,280,8568.0, Non payé,300,Industriel,"688342",Compteur normal,mstokes@green-jensen.com,"73504137",51408.0,51708.0
6154,"564043721",C06154,Alexis Johnson,Abidjan,"2024-03-28","2025-02-01",84,300,5040.0, payé,0,Industriel,"100406",Compteur normal,kaitlynstone@gutierrez.info,"94250173",30240.0,30240.0
6155,"303225409",C06155,Kyle Diaz,Korhogo,"2024-02-28","2024-08-16",74,250,3700.0, Non payé,1000,Industriel,"373432",Compteur normal,meagan42@cabrera.com,"84026575",22200.0,23200.0
6156,"387785825",C06156,Glenn Byrd,Abidjan,"2024-10-31","2025-04-10",131,280,7336.0, Non payé,500,Domestique,"124694",Compteur normal,hartstephen@cain.com,"65836823",44016.0,44516.0
6157,"407910141",C06157,Abigail Stone,Abidjan,"2023-10-01","2025-03-25",147,300,8820.0, Non payé,300,Industriel,"129005",Compteur normal,jsmith@hayes.biz,"88766205",52920.0,53220.0
6158,"588135640",C06158,Kelly Stone,Bouaké,"2023-07-31","2023-08-08",150,280,8400.0, Non payé,500,Industriel,"963536",Compteur à 4,briannabeard@hotmail.com,"47537749",50400.0,50900.0
6159,"982819892",C06159,Jose Hammond,Abidjan,"2024-12-04","2025-02-21",6,250,300.0, payé,0,Domestique,"216898",Compteur normal,sdavidson@yahoo.com,"21403529",1800.0,1800.0
6160,"635268781",C06160,Lorraine Davis,Korhogo,"2023-02-06","2023-11-30",84,280,4704.0, payé,0,Commercial,"694967",Compteur à 4,tracy10@rasmussen.org,"98574290",28224.0,28224.0
6161,"382762636",C06161,Stephen Melendez,Yamoussoukro,"2023-10-02","2025-04-15",91,250,4550.0, Non payé,1000,Industriel,"258176",Compteur à 4,gordonkathleen@castillo-lee.info,"46933520",27300.0,28300.0
6162,"824827315",C06162,Nathan Bennett,Bouaké,"2024-07-28","2025-04-09",41,300,2460.0, Non payé,1000,Commercial,"475696",Compteur normal,moorescott@yahoo.com,"91715025",14760.0,15760.0
6163,"982046920",C06163,Martin Lane,Korhogo,"2023-12-26","2025-03-26",98,280,5488.0, Non payé,500,Domestique,"932946",Compteur à 4,michael39@rodriguez-hernandez.com,"95879618",32928.0,33428.0
6164,"153467863",C06164,Zachary Goodwin,San Pedro,"2024-09-19","2025-02-14",176,300,10560.0, Non payé,500,Commercial,"573403",Compteur normal,brandymays@tucker.com,"57366051",63360.0,63860.0
6165,"308250757",C06165,Amanda Erickson,Abidjan,"2024-05-27","2024-07-05",120,250,6000.0, Non payé,1000,Domestique,"915616",Compteur normal,jennifer25@gmail.com,"96986647",36000.0,37000.0
6166,"534817385",C06166,Glenn Marshall,Korhogo,"2023-04-12","2023-04-26",96,250,4800.0, Non payé,300,Commercial,"191104",Compteur à 4,cherylsimpson@gmail.com,"33278160",28800.0,29100.0
6167,"786303499",C06167,Rachel Robertson,Abidjan,"2023-04-18","2024-12-13",93,250,4650.0, Non payé,300,Domestique,"559889",Compteur normal,ymoore@beltran.biz,"31364230",27900.0,28200.0
6168,"242784520",C06168,Juan Meyer,San Pedro,"2024-03-11","2025-01-04",53,300,3180.0, Non payé,500,Commercial,"216650",Compteur normal,michaelpena@gmail.com,"95799234",19080.0,19580.0
6169,"624128339",C06169,James Ramirez,San Pedro,"2023-09-03","2023-10-22",47,250,2350.0, Non payé,300,Industriel,"743990",Compteur normal,caldwellcolleen@yahoo.com,"35863989",14100.0,14400.0
6170,"141752923",C06170,Ashley Little,Yamoussoukro,"2024-09-11","2025-01-12",80,280,4480.0, Non payé,300,Domestique,"162104",Compteur normal,sextonbrittany@anderson-robles.com,"64944119",26880.0,27180.0
6171,"954768740",C06171,Jennifer Page,Yamoussoukro,"2024-10-20","2025-01-30",199,280,11144.0, payé,0,Commercial,"655126",Compteur normal,michaeljones@yahoo.com,"20801058",66864.0,66864.0
6172,"564949101",C06172,David Joseph,Bouaké,"2024-02-22","2024-05-11",26,300,1560.0, Non payé,300,Commercial,"292904",Compteur normal,dakota42@howell.com,"95814658",9360.0,9660.0
6173,"629992373",C06173,Janet Mckenzie MD,Korhogo,"2024-06-21","2025-01-14",78,280,4368.0, Non payé,1000,Domestique,"867355",Compteur normal,harrisrandy@robertson.biz,"96494628",26208.0,27208.0
6174,"655835408",C06174,George Shaffer,Abidjan,"2024-10-11","2024-11-11",136,300,8160.0, payé,0,Domestique,"273478",Compteur à 4,wilsonwilliam@hotmail.com,"31047273",48960.0,48960.0
